68	0.000000000
60	0.000556000
60	0.000056000
60	0.000013000
60	0.000165000
60	0.000273000
68	1.004773000
60	0.000573000
60	0.000034000
60	0.000008000
60	0.000126000
60	0.000555000
68	1.003202000
60	0.000549000
60	0.000022000
60	0.000003000
60	0.000077000
60	0.000506000
68	1.002439000
60	0.000547000
60	0.000021000
60	0.000003000
60	0.000072000
60	0.000477000
68	1.002454000
60	0.000535000
60	0.000022000
60	0.000004000
60	0.000072000
60	0.000506000
68	1.002898000
60	0.000595000
60	0.000043000
60	0.000006000
60	0.000151000
60	0.000494000
68	1.003648000
60	0.000533000
60	0.000022000
60	0.000004000
60	0.000074000
60	0.000229000
68	1.004079000
60	0.000596000
60	0.000047000
60	0.000007000
60	0.000166000
60	0.000514000
68	1.005063000
60	0.000618000
60	0.000041000
60	0.000006000
60	0.000152000
60	0.000526000
68	1.005103000
60	0.000557000
60	0.000033000
60	0.000007000
60	0.000140000
60	0.000241000
68	1.003867000
60	0.000544000
60	0.000025000
60	0.000004000
60	0.000077000
60	0.000502000
68	1.002778000
60	0.000523000
60	0.000021000
60	0.000004000
60	0.000075000
60	0.000509000
68	1.004139000
60	0.000603000
60	0.000042000
60	0.000006000
60	0.000145000
60	0.000521000
68	1.005160000
60	0.000584000
60	0.000044000
60	0.000007000
60	0.000143000
60	0.000521000
68	1.004988000
60	0.000558000
60	0.000042000
60	0.000006000
60	0.000151000
60	0.000525000
68	1.003628000
60	0.000552000
60	0.000026000
60	0.000006000
60	0.000077000
60	0.000504000
68	1.003916000
60	0.000549000
60	0.000041000
60	0.000006000
60	0.000152000
60	0.000522000
68	1.003643000
60	0.000545000
60	0.000022000
60	0.000004000
60	0.000075000
60	0.000505000
68	1.003816000
60	0.000632000
60	0.000047000
60	0.000009000
60	0.000158000
60	0.000500000
68	1.003807000
60	0.000499000
60	0.000031000
60	0.000021000
60	0.000068000
60	0.000289000
68	1.002671000
60	0.000541000
60	0.000012000
60	0.000002000
60	0.000057000
60	0.000236000
68	1.004117000
60	0.000531000
60	0.000042000
60	0.000007000
60	0.000150000
60	0.000535000
68	1.004777000
60	0.000562000
60	0.000040000
60	0.000007000
60	0.000148000
60	0.000498000
68	1.003820000
60	0.000551000
60	0.000022000
60	0.000003000
60	0.000077000
60	0.000505000
68	1.003995000
60	0.000569000
60	0.000042000
60	0.000007000
60	0.000155000
60	0.000534000
68	1.004820000
60	0.000517000
60	0.000025000
60	0.000004000
60	0.000116000
60	0.000246000
68	1.003731000
60	0.000560000
60	0.000022000
60	0.000003000
60	0.000073000
60	0.000229000
68	1.002537000
60	0.000528000
60	0.000022000
60	0.000003000
60	0.000075000
60	0.000228000
68	1.003996000
60	0.000597000
60	0.000056000
60	0.000013000
60	0.000225000
60	0.000553000
68	1.004693000
60	0.000564000
60	0.000034000
60	0.000007000
60	0.000166000
60	0.000551000
68	1.004821000
60	0.000556000
60	0.000032000
60	0.000007000
60	0.000210000
60	0.000242000
68	1.005053000
60	0.000548000
60	0.000016000
60	0.000004000
60	0.000113000
60	0.000242000
68	1.004889000
60	0.000525000
60	0.000025000
60	0.000007000
60	0.000145000
60	0.000295000
68	1.003764000
60	0.000559000
60	0.000021000
60	0.000004000
60	0.000075000
60	0.000506000
68	1.002657000
60	0.000569000
60	0.000022000
60	0.000003000
60	0.000076000
60	0.000237000
68	1.002389000
60	0.000526000
60	0.000034000
60	0.000004000
60	0.000070000
60	0.000235000
68	1.002734000
60	0.000552000
60	0.000023000
60	0.000003000
60	0.000075000
60	0.000522000
68	1.003995000
60	0.000350000
60	0.000040000
60	0.000008000
60	0.000144000
60	0.000497000
68	1.005188000
60	0.000604000
60	0.000043000
60	0.000012000
60	0.000155000
60	0.000500000
68	1.005188000
60	0.000591000
60	0.000041000
60	0.000008000
60	0.000149000
60	0.000516000
68	1.005274000
60	0.000554000
60	0.000042000
60	0.000013000
60	0.000131000
60	0.000274000
68	1.004848000
60	0.000557000
60	0.000043000
60	0.000014000
60	0.000167000
60	0.000519000
68	1.003776000
60	0.000536000
60	0.000021000
60	0.000003000
60	0.000077000
60	0.000250000
68	1.002544000
60	0.000585000
60	0.000021000
60	0.000004000
60	0.000075000
60	0.000488000
68	1.002822000
60	0.000552000
60	0.000022000
60	0.000003000
60	0.000108000
60	0.000508000
68	1.003843000
60	0.000552000
60	0.000045000
60	0.000008000
60	0.000223000
60	0.000242000
68	1.003731000
60	0.000594000
60	0.000022000
60	0.000003000
60	0.000097000
60	0.000510000
68	1.003940000
60	0.000567000
60	0.000042000
60	0.000007000
60	0.000210000
60	0.000541000
68	1.003625000
60	0.000536000
60	0.000026000
60	0.000004000
60	0.000083000
60	0.000215000
68	1.003876000
60	0.000550000
60	0.000041000
60	0.000007000
60	0.000151000
60	0.000255000
68	1.005227000
60	0.000598000
60	0.000048000
60	0.000007000
60	0.000214000
60	0.000543000
68	1.005047000
60	0.000558000
60	0.000018000
60	0.000018000
60	0.000107000
60	0.000248000
68	1.003613000
60	0.000577000
60	0.000022000
60	0.000005000
60	0.000074000
60	0.000227000
68	1.002721000
60	0.000570000
60	0.000011000
60	0.000002000
60	0.000056000
60	0.000254000
68	1.002392000
60	0.000548000
60	0.000007000
60	0.000003000
60	0.000047000
60	0.000248000
68	1.003656000
60	0.000555000
60	0.000025000
60	0.000005000
60	0.000188000
60	0.000246000
68	1.004477000
60	0.000572000
60	0.000024000
60	0.000006000
60	0.000179000
